geoid,name,B19013001,"B19013001, Error"
16000US0668154,"San Luis Obispo, CA",47777,3194
16000US0668196,"San Marcos, CA",63960,3000
16000US0668224,"San Marino, CA",139792,14947
16000US0668238,"San Martin, CA",108611,16008
16000US0668252,"San Mateo, CA",95667,3328
16000US0668263,"San Miguel, CA",156591,23666
16000US0668266,"San Miguel, CA",49464,9971
16000US0668294,"San Pablo, CA",45503,2584
16000US0668308,"San Pasqual, CA",84125,9631
16000US0668364,"San Rafael, CA",81360,2787
16000US0668378,"San Ramon, CA",134188,4960
16000US0668434,"San Simeon, CA",78036,66789
16000US0669000,"Santa Ana, CA",54062,1040
16000US0669070,"Santa Barbara, CA",66916,3298
16000US0669084,"Santa Clara, CA",102533,3134
16000US0669088,"Santa Clarita, CA",85042,2146
16000US0669112,"Santa Cruz, CA",62471,3636
16000US0669154,"Santa Fe Springs, CA",58147,7503
16000US0669182,"Santa Margarita, CA",50083,39881
16000US0669196,"Santa Maria, CA",51939,2340
16000US0670000,"Santa Monica, CA",82123,4472
16000US0670028,"Santa Nella, CA",27778,8115
16000US0670042,"Santa Paula, CA",51549,4367
16000US0670098,"Santa Rosa, CA",62705,1648
16000US0670130,"Santa Rosa Valley, CA",178400,18034
16000US0670140,"Santa Susana, CA",89010,32139
16000US0670154,"Santa Venetia, CA",86486,8504
16000US0670182,"Santa Ynez, CA",98036,12665
16000US0670224,"Santee, CA",77460,3325
16000US0670266,"Saranap, CA",118906,9619
16000US0670280,"Saratoga, CA",169579,8349
16000US0670322,"Saticoy, CA",60361,7111
16000US0670336,"Sattley, CA",0,0
16000US0670364,"Sausalito, CA",116325,21624
16000US0670518,"Scotia, CA",44063,15312
16000US0670588,"Scotts Valley, CA",104150,6421
16000US0670644,"Seacliff, CA",65196,3227
16000US0670686,"Seal Beach, CA",60222,4847
16000US0670712,"Sea Ranch, CA",77759,15107
16000US0670728,"Searles Valley, CA",37344,10140
16000US0670742,"Seaside, CA",53406,4113
16000US0670770,"Sebastopol, CA",58036,13275
16000US0670798,"Seeley, CA",24083,5748
16000US0670882,"Selma, CA",41086,2751
16000US0670966,"Sequoia Crest, CA",0,0
16000US0671000,"Sereno del Mar, CA",0,0
16000US0671078,"Seville, CA",23000,8973
16000US0671106,"Shafter, CA",41085,2946
16000US0671134,"Shandon, CA",58750,13487
16000US0671218,"Shasta, CA",56689,9162
16000US0671225,"Shasta Lake, CA",46150,3981
16000US0671246,"Shaver Lake, CA",68333,25218
16000US0671362,"Shell Ridge, CA",153333,100391
16000US0671372,"Shelter Cove, CA",0,0
16000US0671414,"Sheridan, CA",52292,34264
16000US0671554,"Shingle Springs, CA",80000,6778
16000US0671568,"Shingletown, CA",40441,8793
16000US0671680,"Shoshone, CA",0,0
16000US0671774,"Sierra Brooks, CA",48935,36413
16000US0671778,"Sierra City, CA",169000,31661
16000US0671806,"Sierra Madre, CA",95256,8174
16000US0671834,"Sierra Village, CA",44828,17861
16000US0671848,"Sierraville, CA",0,0
16000US0671876,"Signal Hill, CA",70286,7918
16000US0671927,"Silverado Resort, CA",170161,14914
16000US0671932,"Silver City, CA",0,0
16000US0671964,"Silver Lakes, CA",72591,18812
16000US0672016,"Simi Valley, CA",91196,1867
16000US0672086,"Sisquoc, CA",46563,20752
16000US0672156,"Sky Valley, CA",39183,13036
16000US0672184,"Sleepy Hollow, CA",208452,77110
16000US0672282,"Smartsville, CA",25227,3485
16000US0672338,"Smith Corner, CA",40921,5316
16000US0672380,"Smith River, CA",43707,19493
16000US0672408,"Snelling, CA",49844,26794
16000US0672478,"Soda Bay, CA",59635,31215
16000US0672492,"Soda Springs, CA",0,0
16000US0672506,"Solana Beach, CA",100352,10978
16000US0672520,"Soledad, CA",54878,10775
16000US0672576,"Solvang, CA",69261,5289
16000US0672646,"Sonoma, CA",71209,5562
16000US0672674,"Sonora, CA",37589,6669
16000US0672688,"Soquel, CA",77652,10242
16000US0672772,"Soulsbyville, CA",68304,17382
16000US0672954,"South Dos Palos, CA",41992,9160
16000US0672996,"South El Monte, CA",42460,2995
16000US0673080,"South Gate, CA",45522,1729
16000US0673108,"South Lake Tahoe, CA",42401,3579
16000US0673167,"South Monrovia Island, CA",58507,4643
16000US0673178,"South Oroville, CA",35958,7475
16000US0673220,"South Pasadena, CA",84593,6690
16000US0673262,"South San Francisco, CA",85076,4230
16000US0673276,"South San Gabriel, CA",64028,14383
16000US0673290,"South San Jose Hills, CA",55692,5293
16000US0673388,"South Taft, CA",40625,10093
16000US0673430,"South Whittier, CA",62799,1803
16000US0673554,"Spaulding, CA",46071,25819
16000US0673612,"Spreckels, CA",89250,27232
16000US0673654,"Spring Garden, CA",0,0
16000US0673690,"Spring Valley, CA",26833,6438
16000US0673696,"Spring Valley, CA",60600,2225
16000US0673700,"Spring Valley Lake, CA",77529,13680
16000US0673710,"Springville, CA",29423,10955
16000US0673794,"Squaw Valley, CA",64591,6785
16000US0673815,"Squirrel Mountain Valley, CA",49808,33244
16000US0673868,"Stallion Springs, CA",68225,13135
16000US0673906,"Stanford, CA",52208,14238
16000US0673962,"Stanton, CA",48332,2282
16000US0674130,"Stevenson Ranch, CA",121802,10716
16000US0674144,"Stevinson, CA",0,0
16000US0674172,"Stinson Beach, CA",109559,28737
16000US0674186,"Stirling City, CA",0,0
16000US0675000,"Stockton, CA",46033,1142
16000US0675154,"Stonyford, CA",40156,19734
16000US0675168,"Storrie, CA",0,0
16000US0675252,"Stratford, CA",24167,12988
16000US0675280,"Strathmore, CA",25288,4622
16000US0675315,"Strawberry, CA",94650,18588
16000US0675322,"Strawberry, CA",0,0
16000US0675588,"Sugarloaf Mountain Park, CA",0,0
16000US0675592,"Sugarloaf Saw Mill, CA",0,0
16000US0675596,"Sugarloaf Village, CA",0,0
16000US0675630,"Suisun City, CA",71563,4724
16000US0675672,"Sultana, CA",25486,10427
16000US0675714,"Summerland, CA",72071,14805
16000US0675994,"Sunnyside, CA",66591,17154
16000US0676015,"Sunnyside-Tahoe City, CA",70347,23906
16000US0676040,"Sunny Slopes, CA",60577,16806
16000US0677000,"Sunnyvale, CA",109799,3401
16000US0677042,"Sunol, CA",90682,23805
16000US0677308,"Sun Village, CA",44151,9997
16000US0677364,"Susanville, CA",46863,5360
16000US0677378,"Sutter, CA",76618,17195
16000US0677392,"Sutter Creek, CA",48814,8440
16000US0677430,"Swall Meadows, CA",91250,58405
16000US0677574,"Taft, CA",49844,7210
16000US0677588,"Taft Heights, CA",43945,31197
16000US0677595,"Taft Mosswood, CA",31563,23927
16000US0677700,"Tahoe Vista, CA",52500,15041
16000US0677728,"Tahoma, CA",52981,17563
16000US0677784,"Talmage, CA",69375,23814
16000US0677805,"Tamalpais-Homestead Valley, CA",142688,11163
16000US0677924,"Tara Hills, CA",63125,14963
16000US0677960,"Tarpey Village, CA",52632,13715
16000US0678008,"Taylorsville, CA",95417,46207
16000US0678050,"Tecopa, CA",0,0
16000US0678092,"Tehachapi, CA",42961,8258
16000US0678106,"Tehama, CA",45000,14850
16000US0678120,"Temecula, CA",83840,3446
16000US0678126,"Temelec, CA",40391,12383
16000US0678138,"Temescal Valley, CA",90332,6741
16000US0678148,"Temple City, CA",63756,4617
16000US0678162,"Templeton, CA",65865,6062
16000US0678176,"Tennant, CA",0,0
16000US0678232,"Terminous, CA",44808,16069
16000US0678288,"Terra Bella, CA",32700,13500
16000US0678336,"Teviston, CA",25429,6948
16000US0678456,"Thermal, CA",28443,6067
16000US0678470,"Thermalito, CA",32250,4880
16000US0678568,"Thornton, CA",34531,5648
16000US0678582,"Thousand Oaks, CA",101045,1711
16000US0678596,"Thousand Palms, CA",43207,5707
16000US0678638,"Three Rivers, CA",58750,9993
16000US0678652,"Three Rocks, CA",35789,30300
16000US0678666,"Tiburon, CA",149510,12803
16000US0678715,"Timber Cove, CA",52292,13712
16000US0678750,"Tipton, CA",32895,5069
16000US0678792,"Tobin, CA",0,0
16000US0678890,"Tomales, CA",101488,70728
16000US0678932,"Tonyville, CA",48281,45758
16000US0678949,"Tooleville, CA",28527,12575
16000US0678960,"Topanga, CA",118561,9434
16000US0679030,"Topaz, CA",0,0
16000US0679529,"Toro Canyon, CA",91125,40429
16000US0680000,"Torrance, CA",80862,2105
16000US0680238,"Tracy, CA",81022,2995
16000US0680266,"Tranquillity, CA",30441,10031
16000US0680280,"Traver, CA",31094,11174
16000US0680364,"Tres Pinos, CA",75313,23898
16000US0680448,"Trinidad, CA",47031,15226
16000US0680476,"Trinity Center, CA",31964,21432
16000US0680483,"Trinity Village, CA",33036,10004
16000US0680515,"Trona, CA",0,0
16000US0680560,"Trowbridge, CA",65938,39952
16000US0680588,"Truckee, CA",79971,10320
16000US0680644,"Tulare, CA",47196,1979
16000US0680686,"Tulelake, CA",31094,5099
16000US0680763,"Tuolumne City, CA",25188,14781
16000US0680784,"Tupman, CA",35833,24941
16000US0680812,"Turlock, CA",51555,1736
16000US0680854,"Tustin, CA",70822,3034
16000US0680882,"Tuttle, CA",0,0
16000US0680896,"Tuttletown, CA",0,0
16000US0680952,"Twain, CA",0,0
16000US0680966,"Twain Harte, CA",48603,8215
16000US0680994,"Twentynine Palms, CA",40888,2831
16000US0681050,"Twin Lakes, CA",51446,12761
16000US0681134,"Ukiah, CA",38686,5579
16000US0681204,"Union City, CA",91629,2939
16000US0681302,"University of California-Davis, CA",19677,15465
16000US0681312,"University of California-Merced, CA",0,0
16000US0681344,"Upland, CA",62369,1901
16000US0681358,"Upper Lake, CA",38125,23900
16000US0681554,"Vacaville, CA",76188,2100
16000US0681638,"Valinda, CA",68659,4914
16000US0681652,"Vallecito, CA",0,0
16000US0681666,"Vallejo, CA",59600,1917
16000US0681708,"Valle Vista, CA",42305,2539
16000US0681722,"Valley Acres, CA",44583,19482
16000US0681736,"Valley Center, CA",83730,5658
16000US0681778,"Valley Ford, CA",0,0
16000US0681792,"Valley Home, CA",49375,47375
16000US0681869,"Valley Ranch, CA",0,0
16000US0681890,"Valley Springs, CA",61976,16085
16000US0681925,"Valley Wells, CA",0,0
16000US0681967,"Val Verde, CA",73220,7841
16000US0682072,"Vandenberg AFB, CA",62018,5570
16000US0682086,"Vandenberg Village, CA",77406,8150
16000US0682334,"Verdi, CA",0,0
16000US0682422,"Vernon, CA",38333,32810
16000US0682562,"Victor, CA",0,0
16000US0682590,"Victorville, CA",45895,2862
16000US0682667,"View Park-Windsor Hills, CA",86571,11920
16000US0682744,"Villa Park, CA",131386,13226
16000US0682786,"Vina, CA",30357,13743
16000US0682815,"Vincent, CA",77817,7539
16000US0682842,"Vine Hill, CA",71786,13823
16000US0682852,"Vineyard, CA",80678,3518
16000US0682954,"Visalia, CA",52099,2409
16000US0682996,"Vista, CA",54203,2014
16000US0683085,"Vista Santa Rosa, CA",48125,20503
16000US0683094,"Volcano, CA",0,0
16000US0683108,"Volta, CA",87762,45989
16000US0683262,"Walker, CA",45119,21564
16000US0683304,"Wallace, CA",119196,60128
16000US0683332,"Walnut, CA",97345,4860
16000US0683346,"Walnut Creek, CA",82848,3847
16000US0683374,"Walnut Grove, CA",53634,21425
16000US0683402,"Walnut Park, CA",43500,3915
16000US0683460,"Warm Springs, CA",63565,28575
16000US0683494,"Warner Valley, CA",0,0
16000US0683542,"Wasco, CA",39559,3762
16000US0683570,"Washington, CA",0,0
16000US0683612,"Waterford, CA",49500,7444
16000US0683626,"Waterloo, CA",110774,20587
16000US0683668,"Watsonville, CA",49487,2763
16000US0683724,"Waukena, CA",0,0
16000US0683766,"Wawona, CA",34886,26236
16000US0683794,"Weaverville, CA",37500,11222
16000US0683850,"Weed, CA",29427,4703
16000US0683863,"Weedpatch, CA",28451,2508
16000US0683948,"Weldon, CA",33333,9416
16000US0684004,"Weott, CA",32386,30929
16000US0684116,"West Athens, CA",40756,6713
16000US0684120,"West Bishop, CA",89917,11642
16000US0684144,"West Carson, CA",67562,5374
16000US0684200,"West Covina, CA",71217,2323
16000US0684345,"West Goshen, CA",25335,6897
16000US0684385,"Westhaven-Moonstone, CA",54138,7074
16000US0684410,"West Hollywood, CA",61127,5172
16000US0684438,"Westlake Village, CA",130272,12012
16000US0684480,"Westley, CA",23375,9837
16000US0684536,"West Menlo Park, CA",180192,35013
16000US0684550,"Westminster, CA",55287,2427
16000US0684578,"West Modesto, CA",30682,4812
16000US0684592,"Westmont, CA",29262,2963
16000US0684606,"Westmorland, CA",27083,14250
16000US0684680,"West Park, CA",45526,6010
16000US0684732,"West Point, CA",24922,8115
16000US0684774,"West Puente Valley, CA",66532,5965
16000US0684780,"West Rancho Dominguez, CA",52676,4657
16000US0684816,"West Sacramento, CA",57023,2692
16000US0684921,"West Whittier-Los Nietos, CA",64943,5372
16000US0684928,"Westwood, CA",34750,12073
16000US0685012,"Wheatland, CA",65696,5192
16000US0685086,"Whitehawk, CA",77188,25182
16000US0685208,"Whitewater, CA",35145,10041
16000US0685222,"Whitley Gardens, CA",88083,24641
16000US0685292,"Whittier, CA",67431,2321
16000US0685446,"Wildomar, CA",62976,3198
16000US0685551,"Wilkerson, CA",75875,5264
16000US0685586,"Williams, CA",55900,4708
16000US0685600,"Willits, CA",29489,8479
16000US0685614,"Willowbrook, CA",38070,4607
16000US0685642,"Willow Creek, CA",31620,19887
16000US0685684,"Willows, CA",39038,13378
16000US0685866,"Wilsonia, CA",0,0
16000US0685880,"Wilton, CA",86856,13506
16000US0685894,"Winchester, CA",37740,17639
16000US0685922,"Windsor, CA",86192,4345
16000US0685992,"Winter Gardens, CA",61208,3111
16000US0686020,"Winterhaven, CA",22835,2317
16000US0686034,"Winters, CA",67229,13616
16000US0686076,"Winton, CA",41486,2960
16000US0686174,"Wofford Heights, CA",34167,21901
16000US0686216,"Woodacre, CA",90824,46055
16000US0686230,"Woodbridge, CA",75466,11516
16000US0686244,"Woodcrest, CA",88133,6952
16000US0686300,"Woodlake, CA",34583,7504
16000US0686328,"Woodland, CA",56956,2585
16000US0686380,"Woodlands, CA",140188,27721
16000US0686440,"Woodside, CA",223934,27203
16000US0686482,"Woodville, CA",31375,6439
16000US0686594,"Wrightwood, CA",60272,16192
16000US0686678,"Yankee Hill, CA",43333,16232
16000US0686734,"Yettem, CA",0,0
16000US0686804,"Yolo, CA",75792,11754
16000US0686832,"Yorba Linda, CA",119697,4478
16000US0686878,"Yosemite Lakes, CA",58430,3224
16000US0686912,"Yosemite Valley, CA",37132,11239
16000US0686930,"Yountville, CA",72194,6122
16000US0686944,"Yreka, CA",30202,4510
16000US0686972,"Yuba City, CA",50788,2053
16000US0687042,"Yucaipa, CA",55700,3879
16000US0687056,"Yucca Valley, CA",41569,4511
16000US0687090,"Zayante, CA",94432,13401
